First Name,Last Name,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,TPE
Philippe,Maillet,Hershey,Bears,6,12,0,0,0,0,0,1,1,15,15,14,13,14,11,6,12,14,15,15,15,7,15,11,12,11,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,750
Liam,O'Brien,Hershey,Bears,14,15,0,0,0,0,0,1,1,12,13,14,13,13,16,16,15,13,12,13,13,6,13,13,12,17,13,7,14,12,1,1,1,1,1,1,1,1,1,1,1,938
Chris,McCarthy,Hershey,Bears,6,12,0,0,0,0,0,1,1,14,14,13,13,11,13,6,14,13,13,14,13,6,13,12,7,10,13,8,13,13,1,1,1,1,1,1,1,1,1,1,1,592
Steven,Whitney,Hershey,Bears,12,14,0,0,0,0,0,1,1,14,15,12,14,13,8,8,16,15,11,11,11,7,13,12,13,11,14,9,11,13,1,1,1,1,1,1,1,1,1,1,1,695
Matthew,Weis,Hershey,Bears,10,12,0,0,0,0,0,1,1,13,14,13,13,14,13,6,12,11,16,15,13,4,15,11,14,11,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,710
Pheonix,Copley,Hershey,Bears,8,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,13,15,14,14,15,14,13,13,14,13,625
Ed,Wittchow,Hershey,Bears,15,14,0,0,0,0,0,1,1,13,11,15,12,14,15,12,8,9,12,13,6,14,11,14,7,15,13,14,13,13,1,1,1,1,1,1,1,1,1,1,1,760
Travis,Boyd,Hershey,Bears,5,13,0,0,0,0,0,1,1,15,15,15,14,14,13,5,13,11,15,15,14,7,15,13,12,11,13,7,15,13,1,1,1,1,1,1,1,1,1,1,1,827
Christian,Djoos,Hershey,Bears,6,14,0,0,0,0,0,1,1,15,15,13,14,14,12,6,8,10,14,16,7,15,13,14,7,11,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,806
Colby,Williams,Hershey,Bears,12,14,0,0,0,0,0,1,1,15,13,13,13,14,13,10,8,10,14,13,6,14,12,15,6,16,13,14,12,14,1,1,1,1,1,1,1,1,1,1,1,785
Brian,Pinho,Hershey,Bears,7,12,0,0,0,0,0,1,1,14,15,13,14,11,13,7,14,13,13,14,14,6,13,13,13,12,13,7,13,15,1,1,1,1,1,1,1,1,1,1,1,718
Beck,Malenstyn,Hershey,Bears,10,13,0,0,0,0,0,1,1,14,13,13,14,12,14,8,14,13,13,14,13,6,13,14,10,14,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,732
Garrett,Pilon,Hershey,Bears,6,13,0,0,0,0,0,1,1,14,14,13,14,12,12,6,12,13,14,15,13,6,14,11,14,12,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,668
Lucas,Johansen,Hershey,Bears,7,12,0,0,0,0,0,1,1,15,13,12,16,13,12,7,7,12,14,15,6,16,13,14,6,11,14,13,15,12,1,1,1,1,1,1,1,1,1,1,1,773
Connor,Hobbs,Hershey,Bears,14,13,0,0,0,0,0,1,1,14,12,13,14,14,14,10,7,12,14,15,7,16,14,12,6,16,13,12,12,13,1,1,1,1,1,1,1,1,1,1,1,829
Vítek,Vanecek,Hershey,Bears,8,1,0,0,0,0,0,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,10,12,15,15,14,11,13,15,15,517
Shane,Gersich,Hershey,Bears,9,14,0,0,0,0,0,1,1,16,14,13,15,13,12,7,12,14,13,14,13,6,13,13,13,12,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,785
Kody,Clark,Hershey,Bears,9,12,0,0,0,0,0,1,1,14,13,12,14,12,12,7,14,14,13,14,14,6,13,14,9,13,12,7,13,14,1,1,1,1,1,1,1,1,1,1,1,673
Brett,Leason,Hershey,Bears,8,13,0,0,0,0,0,1,1,13,12,14,13,13,14,6,15,13,15,14,15,6,14,12,12,13,11,6,11,11,1,1,1,1,1,1,1,1,1,1,1,693
Riley,Sutter,Hershey,Bears,8,13,0,0,0,0,0,1,1,12,12,14,12,13,14,8,14,13,12,13,14,6,13,14,9,14,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,651
Axel,Jonsson Fjällby,Hershey,Bears,6,13,0,0,0,0,0,1,1,15,14,12,14,13,12,6,13,12,12,14,14,5,13,13,10,11,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,708
Martin,Fehérváry,Hershey,Bears,8,14,0,0,0,0,0,1,1,14,14,15,14,14,14,6,8,10,12,13,6,15,11,14,6,14,15,14,15,15,1,1,1,1,1,1,1,1,1,1,1,827
Alexander,Alexeyev,Hershey,Bears,8,11,0,0,0,0,0,1,1,15,13,13,14,14,14,6,6,13,14,14,7,15,13,11,6,12,13,11,14,14,1,1,1,1,1,1,1,1,1,1,1,694
Joe,Snively,Hershey,Bears,7,13,0,0,0,0,0,1,1,14,15,12,13,13,11,6,11,14,14,15,15,7,14,11,11,11,15,7,13,13,1,1,1,1,1,1,1,1,1,1,1,707
Bobby,Nardella,Hershey,Bears,7,12,0,0,0,0,0,1,1,13,14,12,13,14,11,7,6,13,15,15,7,15,14,13,6,12,14,14,13,15,1,1,1,1,1,1,1,1,1,1,1,739
Mark,Dekanich,Reading,Royals,9,1,0,0,0,0,0,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,13,14,13,13,12,13,11,13,389
Tyler,Brown,Reading,Royals,8,11,0,0,0,0,0,1,1,13,13,12,13,10,12,7,13,11,11,13,11,6,12,14,13,12,15,9,14,15,1,1,1,1,1,1,1,1,1,1,1,594
Garrett,Mitchell,Reading,Royals,16,14,0,0,0,0,0,1,1,14,12,12,14,11,13,14,11,12,12,13,13,6,12,15,9,15,13,7,12,14,1,1,1,1,1,1,1,1,1,1,1,759
Derek,Whitmore,Reading,Royals,11,14,0,0,0,0,0,1,1,13,14,12,13,12,12,9,12,14,13,14,14,6,14,12,11,12,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,651
Jérémy,Beaudry,Reading,Royals,9,11,0,0,0,0,0,1,1,13,12,12,12,12,12,7,6,12,13,14,10,16,13,11,6,10,12,11,12,12,1,1,1,1,1,1,1,1,1,1,1,526
Kirill,Ustimenko,Reading,Royals,9,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,11,12,14,12,11,13,12,13,387
Branden,Komm,Reading,Royals,8,1,0,0,0,0,0,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10,11,11,11,14,14,12,13,13,14,387
Adam,Schmidt,Reading,Royals,9,12,0,0,0,0,0,1,1,13,11,12,12,12,14,8,14,13,13,14,12,7,11,13,10,12,12,8,13,13,1,1,1,1,1,1,1,1,1,1,1,560
Charlie,Vasaturo,Reading,Royals,10,12,0,0,0,0,0,1,1,9,9,12,9,11,13,9,6,6,10,10,5,12,8,13,3,13,14,13,12,12,1,1,1,1,1,1,1,1,1,1,1,374
Kevin,Goumas,Reading,Royals,10,11,0,0,0,0,0,1,1,12,12,12,13,13,12,7,11,11,15,14,13,4,15,10,14,9,13,6,13,11,1,1,1,1,1,1,1,1,1,1,1,569
Eric,Knodel,Reading,Royals,7,11,0,0,0,0,0,1,1,10,10,13,11,11,16,8,9,12,13,12,11,15,12,13,6,13,10,13,16,11,1,1,1,1,1,1,1,1,1,1,1,594
Jimmy,DeVito,Reading,Royals,10,12,0,0,0,0,0,1,1,12,12,12,11,12,12,6,13,11,12,12,12,5,12,13,13,12,13,5,12,13,1,1,1,1,1,1,1,1,1,1,1,492
Gerry,Fitzgerald,Reading,Royals,8,12,0,0,0,0,0,1,1,13,14,13,12,13,11,5,12,13,14,13,11,3,14,11,13,9,11,6,11,12,1,1,1,1,1,1,1,1,1,1,1,520
Brayden,Low,Reading,Royals,12,13,0,0,0,0,0,1,1,9,10,11,10,12,13,10,13,12,12,12,12,4,12,12,13,12,11,7,11,12,1,1,1,1,1,1,1,1,1,1,1,457
Vinny,Muto,Reading,Royals,13,12,0,0,0,0,0,1,1,9,8,11,10,11,14,10,6,8,11,12,7,12,9,13,2,13,13,13,12,11,1,1,1,1,1,1,1,1,1,1,1,412
Garrett,Cockerill,Reading,Royals,10,12,0,0,0,0,0,1,1,10,9,10,11,11,11,5,6,7,11,12,6,12,10,11,1,9,11,13,12,11,1,1,1,1,1,1,1,1,1,1,1,300
Jack,Riley,Reading,Royals,10,12,0,0,0,0,0,1,1,13,13,13,13,14,13,7,13,12,12,13,13,5,13,11,11,10,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,536
Hayden,Hodgson,Reading,Royals,13,14,0,0,0,0,0,1,1,12,12,13,11,11,14,8,13,12,12,12,14,6,13,12,10,13,12,7,13,11,1,1,1,1,1,1,1,1,1,1,1,567
Judd,Peterson,Reading,Royals,9,12,0,0,0,0,0,1,1,13,12,12,13,14,13,5,13,12,12,13,15,5,12,12,13,12,14,8,14,12,1,1,1,1,1,1,1,1,1,1,1,621
Steven,Swavely,Reading,Royals,8,12,0,0,0,0,0,1,1,11,11,12,12,13,13,4,12,12,14,15,14,5,15,10,13,9,12,7,12,11,1,1,1,1,1,1,1,1,1,1,1,553
Joe,Houk,Reading,Royals,8,8,0,0,0,0,0,1,1,10,9,12,10,12,10,7,6,9,13,14,8,15,12,13,5,13,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,441
Trevor,Yates,Reading,Royals,1,2,0,0,0,0,0,1,1,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
David,Drake,Reading,Royals,4,10,0,0,0,0,0,1,1,10,10,12,11,13,10,3,5,8,11,12,6,14,9,10,2,6,14,12,14,12,1,1,1,1,1,1,1,1,1,1,1,368
Nick,Niedert,Reading,Royals,8,1,0,0,0,0,0,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,11,12,11,12,12,11,12,12,13,298
Alexander,Roos,Reading,Royals,9,11,0,0,0,0,0,1,1,11,11,12,12,12,11,6,11,11,11,11,12,4,12,10,10,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,331
Thomas,Ebbing,Reading,Royals,10,12,0,0,0,0,0,1,1,13,13,13,13,12,12,7,12,12,12,12,13,5,13,13,13,11,13,7,13,14,1,1,1,1,1,1,1,1,1,1,1,566
Luke,Stork,Reading,Royals,10,12,0,0,0,0,0,1,1,12,12,12,12,13,12,6,13,12,12,13,13,5,13,12,12,10,12,6,12,13,1,1,1,1,1,1,1,1,1,1,1,504
Matthew,Strome,Reading,Royals,8,13,0,0,0,0,0,1,1,11,12,14,13,11,14,7,15,14,13,13,15,6,14,14,9,15,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,731
Adam,Marsh,Reading,Royals,13,15,0,0,0,0,0,1,1,12,13,14,12,13,12,10,11,14,12,13,14,7,13,13,10,13,11,8,12,11,1,1,1,1,1,1,1,1,1,1,1,623
Mark,Petaccio,Wheeling,Nailers,15,13,0,0,0,0,0,1,1,10,10,13,11,10,13,13,12,11,12,12,13,8,11,11,9,13,12,7,12,10,1,1,1,1,1,1,1,1,1,1,1,494
Dalton,Reum,Wheeling,Nailers,12,12,0,0,0,0,0,1,1,7,7,8,9,11,12,11,5,11,8,13,6,13,12,12,6,11,13,14,14,12,1,1,1,1,1,1,1,1,1,1,1,418
Jordan,Ruby,Wheeling,Nailers,7,1,0,0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,8,9,11,10,11,10,9,11,11,12,176
Ryan,Scarfo,Wheeling,Nailers,11,13,0,0,0,0,0,1,1,12,12,13,12,14,13,7,13,13,13,13,12,5,13,12,13,11,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,587
Nick,Saracino,Wheeling,Nailers,8,12,0,0,0,0,0,1,1,14,13,13,14,12,12,6,12,13,14,15,12,6,14,12,13,11,13,6,13,12,1,1,1,1,1,1,1,1,1,1,1,633
Brad,Drobot,Wheeling,Nailers,13,13,0,0,0,0,0,1,1,8,8,9,8,8,10,8,9,7,9,9,9,4,8,10,6,10,9,5,7,8,1,1,1,1,1,1,1,1,1,1,1,166
Michael,Phillips,Wheeling,Nailers,4,10,0,0,0,0,0,1,1,11,11,10,11,11,9,2,10,10,10,11,11,3,10,10,10,7,11,4,11,10,1,1,1,1,1,1,1,1,1,1,1,235
Winston,Day Chief,Wheeling,Nailers,8,10,0,0,0,0,0,1,1,11,11,11,12,12,12,10,11,14,17,14,11,7,15,13,13,11,14,8,13,13,1,1,1,1,1,1,1,1,1,1,1,643
Brady,Fleurent,Wheeling,Nailers,10,11,0,0,0,0,0,1,1,12,13,12,12,13,12,5,11,11,15,14,12,3,15,9,13,10,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,520
Myles,Powell,Wheeling,Nailers,2,7,0,0,0,0,0,1,1,11,11,10,11,11,8,2,9,11,8,8,11,3,8,7,8,7,9,4,9,7,1,1,1,1,1,1,1,1,1,1,1,153
Ross,McMullan,Wheeling,Nailers,7,10,0,0,0,0,0,1,1,9,9,10,10,11,9,4,3,9,12,12,8,11,12,9,4,8,11,10,12,9,1,1,1,1,1,1,1,1,1,1,1,234
Renars,Krastenbergs,Wheeling,Nailers,9,11,0,0,0,0,0,1,1,13,12,12,13,12,13,6,11,12,13,12,11,5,12,11,10,10,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,430
Matt,Abt,Wheeling,Nailers,9,11,0,0,0,0,0,1,1,12,11,14,12,13,13,5,5,9,13,14,8,14,13,14,5,13,13,12,14,12,1,1,1,1,1,1,1,1,1,1,1,571
Ayrton,Valente,Wheeling,Nailers,11,13,0,0,0,0,0,1,1,8,7,8,9,9,9,3,5,6,10,10,5,11,9,9,1,8,10,11,11,9,1,1,1,1,1,1,1,1,1,1,1,180
Aaron,Titcomb,Wheeling,Nailers,7,9,0,0,0,0,0,1,1,9,8,10,10,10,10,4,6,8,12,12,6,13,11,11,2,10,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,295
Ruslan,Rakhmatov,Wheeling,Nailers,17,14,0,0,0,0,0,1,1,11,11,12,12,14,13,10,7,9,12,13,8,13,10,13,5,14,13,13,12,11,1,1,1,1,1,1,1,1,1,1,1,623
Dalton,Carter,Wheeling,Nailers,8,10,0,0,0,0,0,1,1,10,9,10,10,10,10,4,6,8,12,12,6,12,11,11,1,9,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,296
Alec,Butcher,Wheeling,Nailers,10,12,0,0,0,0,0,1,1,13,13,13,13,13,12,7,11,12,14,15,13,5,15,11,11,12,12,8,13,12,1,1,1,1,1,1,1,1,1,1,1,604
Christopher,Brown,Wheeling,Nailers,8,12,0,0,0,0,0,1,1,13,14,13,14,13,12,8,12,13,14,13,14,6,14,12,13,11,12,8,14,12,1,1,1,1,1,1,1,1,1,1,1,647
Graham,Knott,Wheeling,Nailers,8,14,0,0,0,0,0,1,1,16,13,13,14,12,14,8,15,12,13,13,13,5,12,15,12,16,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,831
Will,Smith,Wheeling,Nailers,11,10,0,0,0,0,0,1,1,12,12,11,13,13,13,8,9,11,13,12,9,4,12,12,5,11,10,6,11,10,1,1,1,1,1,1,1,1,1,1,1,378
Yushiroh,Hirano,Wheeling,Nailers,10,12,0,0,0,0,0,1,1,12,13,13,13,13,12,7,13,14,12,13,15,6,12,11,10,11,12,7,11,12,1,1,1,1,1,1,1,1,1,1,1,544
Cam,Brown,Wheeling,Nailers,11,12,0,0,0,0,0,1,1,13,13,13,14,14,13,8,13,14,14,14,14,6,14,10,14,11,13,7,13,11,1,1,1,1,1,1,1,1,1,1,1,690
Blake,Siebenaler,Wheeling,Nailers,6,12,0,0,0,0,0,1,1,14,13,15,14,12,14,7,6,10,13,14,7,15,14,13,7,11,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,711
Nick,Minerva,Wheeling,Nailers,14,12,0,0,0,0,0,1,1,9,8,10,10,10,10,7,6,9,14,13,9,14,13,10,4,11,9,10,9,8,1,1,1,1,1,1,1,1,1,1,1,352
Spencer,Trapp,Wheeling,Nailers,3,3,0,0,0,0,0,1,1,1,1,2,2,3,3,1,1,1,1,2,1,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Justin,Almeida,Wheeling,Nailers,6,13,0,0,0,0,0,1,1,14,15,13,14,13,11,6,12,14,15,14,14,6,15,11,13,10,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,709
Alex,D'Orio,Wheeling,Nailers,7,1,0,0,0,0,0,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,13,12,13,13,14,11,12,13,13,425
Matt,Harrington,Wheeling,Nailers,8,9,0,0,0,0,0,1,1,11,11,11,12,12,11,5,8,10,10,10,10,3,10,10,11,11,11,7,12,10,1,1,1,1,1,1,1,1,1,1,1,277
Marc-Olivier,Duquette,Wheeling,Nailers,8,12,0,0,0,0,0,1,1,11,10,13,11,12,14,6,7,9,13,13,6,13,12,12,4,13,12,14,13,12,1,1,1,1,1,1,1,1,1,1,1,487
Ryan,Cloonan,Wheeling,Nailers,1,2,0,0,0,0,0,1,1,3,3,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Michael,Kim,Wheeling,Nailers,6,12,0,0,0,0,0,1,1,13,13,12,13,13,12,5,6,10,14,15,8,15,14,11,6,10,14,13,15,13,1,1,1,1,1,1,1,1,1,1,1,636
Rob,McGovern,Wheeling,Nailers,6,1,0,0,0,0,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,10,9,9,12,12,10,12,11,13,241
Craig,Skudalski,Wheeling,Nailers,9,11,0,0,0,0,0,1,1,10,9,10,10,11,11,4,7,9,13,13,7,14,12,12,3,11,13,14,14,13,1,1,1,1,1,1,1,1,1,1,1,436
Nate,Mitton,Cincinnati,Cyclones,12,14,0,0,0,0,0,1,1,12,11,13,12,13,13,6,12,10,11,12,11,4,10,14,9,14,15,7,13,13,1,1,1,1,1,1,1,1,1,1,1,562
Jesse,Schultz,Cincinnati,Cyclones,8,13,0,0,0,0,0,1,1,15,13,13,12,14,13,5,13,15,15,15,15,6,14,12,11,12,11,6,13,13,1,1,1,1,1,1,1,1,1,1,1,738
Michael,Houser,Cincinnati,Cyclones,9,1,0,0,0,0,0,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,12,13,13,13,13,12,13,13,14,397
Andrew,Tessier,Cincinnati,Cyclones,9,9,0,0,0,0,0,1,1,8,8,9,10,11,10,3,4,7,9,9,4,12,8,9,1,8,10,11,11,10,1,1,1,1,1,1,1,1,1,1,1,170
Brady,Vail,Cincinnati,Cyclones,9,11,0,0,0,0,0,1,1,13,13,13,13,12,12,7,13,13,15,15,14,6,15,12,15,10,12,7,12,11,1,1,1,1,1,1,1,1,1,1,1,661
Robbie,De Fulvils,Cincinnati,Cyclones,7,12,0,0,0,0,0,1,1,15,15,13,13,14,10,6,9,10,11,11,11,2,12,10,13,8,12,6,12,10,1,1,1,1,1,1,1,1,1,1,1,469
Mason,Mitchell,Cincinnati,Cyclones,13,15,0,0,0,0,0,1,1,12,11,15,12,12,15,16,15,12,10,11,13,4,11,14,10,16,12,6,14,12,1,1,1,1,1,1,1,1,1,1,1,795
Scott,Dornbrock,Cincinnati,Cyclones,1,3,0,0,0,0,0,1,1,1,1,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Connor,Schmidt,Cincinnati,Cyclones,8,11,0,0,0,0,0,1,1,8,8,9,9,11,9,3,3,6,9,10,5,11,8,9,2,8,9,10,10,9,1,1,1,1,1,1,1,1,1,1,1,144
Shaw,Boomhower,Cincinnati,Cyclones,15,15,0,0,0,0,0,1,1,12,11,12,12,13,12,11,12,12,11,12,11,4,11,13,12,13,11,5,10,11,1,1,1,1,1,1,1,1,1,1,1,535
Mike,Barrett,Cincinnati,Cyclones,6,9,0,0,0,0,0,1,1,12,12,12,12,11,10,2,9,11,11,11,11,3,12,9,8,8,12,5,11,11,1,1,1,1,1,1,1,1,1,1,1,294
Jamie,Phillips,Cincinnati,Cyclones,9,1,0,0,0,0,0,13,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,12,13,11,14,13,14,10,14,406
Mitch,Nylen,Cincinnati,Cyclones,10,12,0,0,0,0,0,1,1,12,11,12,12,13,12,6,4,9,12,13,7,13,12,11,4,12,12,11,13,11,1,1,1,1,1,1,1,1,1,1,1,428
Darik,Angeli,Cincinnati,Cyclones,10,11,0,0,0,0,0,1,1,12,12,14,12,14,13,7,14,12,12,12,14,5,13,13,14,11,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,618
Justin,Vaive,Cincinnati,Cyclones,14,15,0,0,0,0,0,1,1,11,10,13,12,11,14,11,14,13,12,13,12,5,11,14,10,15,12,7,14,12,1,1,1,1,1,1,1,1,1,1,1,663
Philippe,Hudon,Cincinnati,Cyclones,11,12,0,0,0,0,0,1,1,10,10,11,11,11,13,9,11,9,10,11,11,3,10,12,10,13,11,8,11,10,1,1,1,1,1,1,1,1,1,1,1,338
Andrew,DeBrincat,Cincinnati,Cyclones,10,12,0,0,0,0,0,1,1,12,14,12,13,12,9,5,7,10,13,14,7,15,12,13,6,10,13,12,13,12,1,1,1,1,1,1,1,1,1,1,1,528
Pascal,Aquin,Cincinnati,Cyclones,13,14,0,0,0,0,0,1,1,12,11,13,12,12,14,8,14,12,13,14,12,5,12,13,10,14,12,6,12,11,1,1,1,1,1,1,1,1,1,1,1,603
Justin,Baudry,Cincinnati,Cyclones,1,3,0,0,0,0,0,1,1,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Tobie,Paquette-Bisson,Cincinnati,Cyclones,6,9,0,0,0,0,0,1,1,11,10,11,10,11,14,5,5,9,12,13,8,14,12,10,4,8,13,12,13,12,1,1,1,1,1,1,1,1,1,1,1,388
Kyle,Rhodes,Cincinnati,Cyclones,10,12,0,0,0,0,0,1,1,11,10,13,11,11,14,7,6,9,11,11,7,13,10,12,6,12,12,12,13,11,1,1,1,1,1,1,1,1,1,1,1,404
Matthew,Spencer,Cincinnati,Cyclones,7,12,0,0,0,0,0,1,1,13,12,14,14,14,14,8,7,10,14,14,7,15,13,13,6,15,13,12,14,12,1,1,1,1,1,1,1,1,1,1,1,699
Frank,Hora,Cincinnati,Cyclones,12,14,0,0,0,0,0,1,1,13,11,14,13,12,13,10,8,9,13,13,7,14,12,13,6,13,12,11,12,12,1,1,1,1,1,1,1,1,1,1,1,565
Ryan,Siroky,Cincinnati,Cyclones,6,8,0,0,0,0,0,1,1,12,12,12,12,12,12,6,11,11,11,11,12,4,12,11,11,9,11,6,11,12,1,1,1,1,1,1,1,1,1,1,1,357
Freddy,Gerard,Cincinnati,Cyclones,3,3,0,0,0,0,0,1,1,1,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
John,Wiitala,Cincinnati,Cyclones,6,8,0,0,0,0,0,1,1,11,11,11,12,12,11,6,11,10,11,12,11,3,11,10,7,10,11,4,10,11,1,1,1,1,1,1,1,1,1,1,1,284
Kurt,Gosselin,Cincinnati,Cyclones,1,3,0,0,0,0,0,1,1,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Cody,Milan,Cincinnati,Cyclones,8,10,0,0,0,0,0,1,1,9,9,9,10,10,9,4,11,10,11,11,11,3,11,10,10,8,11,5,10,11,1,1,1,1,1,1,1,1,1,1,1,221
Kyle,Bushee,Kalamazoo,Wings,8,13,0,0,0,0,0,1,1,11,10,11,11,13,10,8,8,12,13,14,9,16,13,14,5,12,14,13,15,13,1,1,1,1,1,1,1,1,1,1,1,618
Eric,Kattelus,Kalamazoo,Wings,10,13,0,0,0,0,0,1,1,12,11,13,11,13,14,8,13,11,16,15,13,6,15,13,10,14,12,7,13,12,1,1,1,1,1,1,1,1,1,1,1,678
Michael,Neal,Kalamazoo,Wings,11,13,0,0,0,0,0,1,1,11,11,11,11,11,14,8,14,11,11,13,14,5,11,13,10,11,13,8,13,13,1,1,1,1,1,1,1,1,1,1,1,512
Justin,Taylor,Kalamazoo,Wings,14,15,0,0,0,0,0,1,1,10,9,10,9,11,12,12,14,12,12,13,12,5,12,12,13,13,12,6,11,13,1,1,1,1,1,1,1,1,1,1,1,543
Garret,Ross,Kalamazoo,Wings,14,15,0,0,0,0,0,1,1,14,13,12,13,11,13,13,14,13,13,12,13,6,13,15,10,14,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,726
Boston,Leier,Kalamazoo,Wings,13,14,0,0,0,0,0,1,1,11,12,11,11,11,11,13,13,14,13,13,14,6,14,12,10,11,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,601
Jake,Kielly,Kalamazoo,Wings,8,1,0,0,0,0,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,12,12,13,13,14,12,14,13,15,432
Brendan,Bradley,Kalamazoo,Wings,6,12,0,0,0,0,0,1,1,15,16,13,13,14,10,5,10,12,15,15,13,4,15,12,15,9,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,731
Sean,O'Rourke,Kalamazoo,Wings,10,12,0,0,0,0,0,1,1,9,8,9,9,11,9,3,3,8,11,11,8,11,11,9,4,8,10,9,11,9,1,1,1,1,1,1,1,1,1,1,1,200
Austin,Farley,Kalamazoo,Wings,10,13,0,0,0,0,0,1,1,15,14,13,13,14,11,7,13,13,13,14,13,6,13,12,10,13,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,684
Zach,Frye,Kalamazoo,Wings,14,14,0,0,0,0,0,1,1,12,9,13,12,13,14,11,6,9,14,14,7,14,12,14,5,14,11,13,12,11,1,1,1,1,1,1,1,1,1,1,1,631
Tyler,Heinonen,Kalamazoo,Wings,7,13,0,0,0,0,0,1,1,10,10,9,10,11,7,2,10,11,11,11,12,3,12,9,13,7,11,5,11,10,1,1,1,1,1,1,1,1,1,1,1,281
Jake,Hildebrand,Kalamazoo,Wings,7,1,0,0,0,0,0,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,11,12,11,12,10,12,12,12,13,277
Chad,McDonald,Kalamazoo,Wings,10,13,0,0,0,0,0,1,1,13,12,11,13,12,11,6,11,13,12,13,14,6,13,12,8,10,12,9,13,11,1,1,1,1,1,1,1,1,1,1,1,489
Zachary,Saar,Kalamazoo,Wings,9,11,0,0,0,0,0,1,1,10,10,10,11,11,10,4,12,13,9,11,13,5,11,10,10,10,11,7,12,10,1,1,1,1,1,1,1,1,1,1,1,310
