{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Mason', 'last_name': 'Morelli', 'Team Name': 'Stockton', 'Team Nickname': 'Heat', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 14, 'Speed': 13, 'Stamina': 13, 'Strength': 14, 'Fighting': 7, 'Screening': 13, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 13, 'Checking': 11, 'Faceoffs': 9, 'Hitting': 9, 'Positioning': 13, 'Shot Blocking': 9, 'Stickchecking': 13, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 581}
{'first_name': 'Jamie', 'last_name': 'McGinn', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 14, 'Speed': 13, 'Stamina': 12, 'Strength': 15, 'Fighting': 10, 'Screening': 15, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 13, 'Faceoffs': 9, 'Hitting': 15, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 824}
{'first_name': 'Brian', 'last_name': 'Gibbons', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 15, 'Balance': 13, 'Speed': 15, 'Stamina': 13, 'Strength': 12, 'Fighting': 6, 'Screening': 11, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 8, 'Offensive Read': 12, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 8, 'Stickchecking': 12, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 824}
{'first_name': 'Kerby', 'last_name': 'Rychel', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 10, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 15, 'Speed': 14, 'Stamina': 13, 'Strength': 15, 'Fighting': 11, 'Screening': 15, 'Getting Open': 14, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 9, 'Hitting': 16, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 824}
{'first_name': 'Colin', 'last_name': 'Markison', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 14, 'Balance': 12, 'Speed': 13, 'Stamina': 11, 'Strength': 12, 'Fighting': 6, 'Screening': 12, 'Getting Open': 12, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 12, 'Shooting Range': 6, 'Offensive Read': 11, 'Checking': 13, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 15, 'Shot Blocking': 8, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 587}
{'first_name': 'David', 'last_name': 'Gust', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 14, 'Speed': 14, 'Stamina': 13, 'Strength': 12, 'Fighting': 6, 'Screening': 12, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 15, 'Checking': 12, 'Faceoffs': 10, 'Hitting': 10, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 714}
{'first_name': 'Terry', 'last_name': 'Broadhurst', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 13, 'Speed': 14, 'Stamina': 12, 'Strength': 10, 'Fighting': 6, 'Screening': 11, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 15, 'Checking': 12, 'Faceoffs': 11, 'Hitting': 10, 'Positioning': 14, 'Shot Blocking': 8, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 715}
{'first_name': 'Cedric', 'last_name': 'Lacroix', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 12, 'Speed': 12, 'Stamina': 11, 'Strength': 12, 'Fighting': 9, 'Screening': 12, 'Getting Open': 9, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 10, 'Shooting Range': 5, 'Offensive Read': 10, 'Checking': 14, 'Faceoffs': 9, 'Hitting': 15, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 508}
{'first_name': 'Derek', 'last_name': 'Sheppard', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 15, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 11, 'Balance': 13, 'Speed': 13, 'Stamina': 13, 'Strength': 13, 'Fighting': 11, 'Screening': 12, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 12, 'Shooting Range': 7, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 9, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 8, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 600}
{'first_name': 'Fredrik', 'last_name': 'Claesson', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 6, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 15, 'Speed': 13, 'Stamina': 14, 'Strength': 15, 'Fighting': 8, 'Screening': 8, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 5, 'Shooting Range': 14, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 16, 'Positioning': 16, 'Shot Blocking': 14, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 859}
{'first_name': 'Anton', 'last_name': 'Forsberg', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 14, 'Goalie Stamina': 13, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 13, 'G Passing': 13, 'G Pokecheck': 14, 'Blocker': 14, 'Glove': 13, 'Rebound': 15, 'Recovery': 13, 'G Puckhandling': 14, 'Low Shots': 14, 'G Skating': 14, 'Reflexes': 14, 'TPE': 553}
{'first_name': 'Max', 'last_name': 'McCormick', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 13, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 14, 'Speed': 13, 'Stamina': 11, 'Strength': 14, 'Fighting': 15, 'Screening': 14, 'Getting Open': 15, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 11, 'Checking': 15, 'Faceoffs': 12, 'Hitting': 17, 'Positioning': 14, 'Shot Blocking': 8, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 951}
{'first_name': 'Clark', 'last_name': 'Bishop', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 13, 'Balance': 13, 'Speed': 16, 'Stamina': 13, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 13, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 13, 'Hitting': 16, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 831}
{'first_name': 'Spencer', 'last_name': 'Smallman', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 13, 'Strength': 14, 'Fighting': 8, 'Screening': 13, 'Getting Open': 13, 'Passing': 15, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 13, 'Faceoffs': 9, 'Hitting': 13, 'Positioning': 10, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 698}
{'first_name': 'Roland', 'last_name': 'McKeown', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 14, 'Speed': 15, 'Stamina': 15, 'Strength': 13, 'Fighting': 8, 'Screening': 7, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 15, 'Offensive Read': 12, 'Checking': 13, 'Faceoffs': 7, 'Hitting': 13, 'Positioning': 13, 'Shot Blocking': 13, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 777}
{'first_name': 'Alex', 'last_name': 'Nedeljkovic', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 14, 'Goalie Stamina': 15, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 14, 'G Passing': 15, 'G Pokecheck': 14, 'Blocker': 14, 'Glove': 12, 'Rebound': 10, 'Recovery': 14, 'G Puckhandling': 14, 'Low Shots': 14, 'G Skating': 13, 'Reflexes': 15, 'TPE': 586}
{'first_name': 'Oliwer', 'last_name': 'Kaski', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 5, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 14, 'Fighting': 6, 'Screening': 8, 'Getting Open': 15, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 9, 'Shooting Range': 16, 'Offensive Read': 15, 'Checking': 13, 'Faceoffs': 6, 'Hitting': 10, 'Positioning': 12, 'Shot Blocking': 12, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 784}
{'first_name': 'Julien', 'last_name': 'Gauthier', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 12, 'Balance': 15, 'Speed': 16, 'Stamina': 13, 'Strength': 16, 'Fighting': 7, 'Screening': 15, 'Getting Open': 15, 'Passing': 12, 'Puck Handling': 14, 'Shooting Accuracy': 15, 'Shooting Range': 7, 'Offensive Read': 13, 'Checking': 13, 'Faceoffs': 7, 'Hitting': 14, 'Positioning': 11, 'Shot Blocking': 6, 'Stickchecking': 13, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 829}
{'first_name': 'Jacob', 'last_name': 'Pritchard', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 13, 'Speed': 14, 'Stamina': 14, 'Strength': 14, 'Fighting': 6, 'Screening': 13, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 14, 'Faceoffs': 11, 'Hitting': 12, 'Positioning': 13, 'Shot Blocking': 8, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 704}
{'first_name': 'Gustav', 'last_name': 'Forsling', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 14, 'Speed': 14, 'Stamina': 15, 'Strength': 13, 'Fighting': 6, 'Screening': 8, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 8, 'Shooting Range': 15, 'Offensive Read': 14, 'Checking': 13, 'Faceoffs': 8, 'Hitting': 12, 'Positioning': 13, 'Shot Blocking': 13, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 802}
{'first_name': 'Cavan', 'last_name': 'Fitzgerald', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 13, 'Speed': 15, 'Stamina': 13, 'Strength': 13, 'Fighting': 8, 'Screening': 7, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 16, 'Offensive Read': 12, 'Checking': 12, 'Faceoffs': 6, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 11, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 761}
{'first_name': 'Steven', 'last_name': 'Lorentz', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 9, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 14, 'Speed': 14, 'Stamina': 12, 'Strength': 15, 'Fighting': 7, 'Screening': 15, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 12, 'Checking': 12, 'Faceoffs': 13, 'Hitting': 13, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 652}
{'first_name': 'Janne', 'last_name': 'Kuokkanen', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 6, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 14, 'Speed': 15, 'Stamina': 14, 'Strength': 13, 'Fighting': 6, 'Screening': 13, 'Getting Open': 13, 'Passing': 16, 'Puck Handling': 15, 'Shooting Accuracy': 14, 'Shooting Range': 7, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 13, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 785}
{'first_name': 'Stelio', 'last_name': 'Mattheos', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 9, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 11, 'Speed': 15, 'Stamina': 12, 'Strength': 13, 'Fighting': 7, 'Screening': 14, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 15, 'Shooting Range': 5, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 13, 'Hitting': 14, 'Positioning': 10, 'Shot Blocking': 7, 'Stickchecking': 11, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 697}
{'first_name': 'Jake', 'last_name': 'Bean', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 14, 'Balance': 12, 'Speed': 15, 'Stamina': 13, 'Strength': 12, 'Fighting': 7, 'Screening': 7, 'Getting Open': 14, 'Passing': 15, 'Puck Handling': 15, 'Shooting Accuracy': 8, 'Shooting Range': 16, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 7, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 13, 'Stickchecking': 12, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 777}
{'first_name': 'Morgan', 'last_name': 'Geekie', 'Team Name': 'Charlotte', 'Team Nickname': 'Checkers', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 12, 'Speed': 14, 'Stamina': 13, 'Strength': 12, 'Fighting': 6, 'Screening': 14, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 13, 'Hitting': 10, 'Positioning': 13, 'Shot Blocking': 6, 'Stickchecking': 13, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 702}
